                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 6.8815,                 11.145,                   4.14,                      0,                      0,                      0,                      0,                  7.025,                 28.233,                 4.0889,             0.00034441,             0.00034441,             0.00034441
